ticker,company_name,country,sector,pref_balanced,ESG_composite,E_score,S_score,G_score,market_cap,profitability_score,debt_to_equity,log_dollar_volume,price_to_book
KPITTECH.NS,KPIT TECHNOLOGIES LIMITED,India,Technology,29.054642976868923,39.93255287643238,-1.0215541409073483,-0.2629010659957542,-0.5556908959639834,2040779902.3340864,-0.106334633224068,16.215,15.990991310740204,5.797971
KRC,Kilroy Realty Corporation,US,Real Estate,48.524974857525976,66.5480188597408,1.6691301032081114,0.681856918209846,-0.2496733350055409,3404145920.0,0.4312575922034007,83.67,17.4891416781584,0.62126046
KWR,Quaker Houghton,US,Basic Materials,45.66208514917868,47.62371161769392,-0.2178432627949383,-0.1880799696689565,0.0208201141692057,2090090112.0,-0.7284569051901084,65.808,16.624436648024638,1.5218681
LALPATHLAB.NS,DR. LAL PATH LABS LTD.,India,Healthcare,46.26550452564532,43.67857927055336,-0.833451594966146,-0.2323079830539015,-0.1067957531377425,2380049947.811122,0.3242105519452397,6.441,15.528462820718437,9.261045
LAMR,Lamar Advertising Company,US,Real Estate,61.84042909822327,47.04983765720927,0.1556202158931653,0.2735461465091977,-0.8820226903038787,12933840896.0,1.5665236190040726,479.979,17.99934272106025,12.785736
LAURUSLABS.NS,LAURUS LABS LIMITED,India,Healthcare,54.54911163258465,50.896035872283086,0.5650499422488802,-0.1277449928102962,-0.2429216144335523,6081166293.815209,0.1477541797729179,44.831,17.082053032280488,11.76735
LPLA,LPL Financial Holdings Inc.,US,Financial Services,51.45826349312773,59.66055314234053,-0.6042235234527056,0.6788019962036894,0.5513923133544979,23517149184.0,0.1686642782584234,141.662,19.29549550917977,4.3991556
LTTS.NS,L&T TECHNOLOGY SER. LTD.,India,Technology,43.72779081461616,49.47982818506996,0.5159797128729143,0.0260972114149466,-0.506455437060124,3816594380.12262,-0.1259415166536524,10.149,15.484730577661027,5.731363
LULU,lululemon athletica inc.,US,Consumer Cyclical,63.275226282266175,55.77090821190529,1.6691301032081114,0.3100904700271669,-0.8684578035362603,18267686912.0,1.4800393589537542,36.245,19.948443268099066,3.6560857
LYV,"Live Nation Entertainment, Inc.",US,Communication Services,42.58799865906805,44.83340404459066,-0.925458275046082,0.5114322085401835,-0.9391625396426024,36570398720.0,0.0078615735763923,572.032,19.77333210761109,31.54903395
MANAPPURAM.NS,MANAPPURAM FINANCE LTD,India,Financial Services,31.70298357358364,46.1037179148953,0.0876667107484125,-0.441378745725878,-0.1636191385693126,2586533814.8650103,0.0243450492927511,301.609,16.923701548036583,1.7229195
MANH,"Manhattan Associates, Inc.",US,Technology,40.8950720750922,41.32643120161076,-0.867800755529322,-0.2988742617533428,-0.4075902351930324,8108349952.0,1.825455935479708,19.4,18.22522948684348,25.581747
MARA,"MARA Holdings, Inc.",US,Financial Services,24.88434461951056,39.93425651050024,-1.2961137576538238,0.3651517876180242,-0.900826060344154,3311843584.0,-2.691577392425195,104.839,19.824205495561102,0.9520166
MARICO.NS,MARICO LIMITED,India,Consumer Defensive,69.25243043915522,61.781877321008366,0.9772398690069932,0.6376912996985671,0.0209416155669717,10591020811.7027,0.0198773203581001,13.671,16.728519943785244,24.318575
MASFIN.NS,MAS FINANCIAL SERV LTD,India,Financial Services,54.25410660408984,47.94265346374025,0.3841910968346061,-0.2831241747466554,-0.1881577438961356,578691268.4952135,0.478553853754106,347.367,13.691105243473858,1.9134711
MASTEK.NS,MASTEK LTD,India,Technology,32.534361381159904,39.70602264712628,-0.790924062840309,-0.3414484817260171,-0.6173210092675613,501118659.00828224,-0.1325277306701815,20.327,14.748539200021296,1.739519
MDU,"MDU Resources Group, Inc.",US,Utilities,35.075427422058326,41.15034259286489,-1.213745872629881,0.0502129735795361,0.4591071223776239,4357441536.0,-0.3462790604183512,97.753,17.680554214401532,1.5714601
MEDP,"Medpace Holdings, Inc.",US,Healthcare,57.31478377472344,47.19416342525171,-0.0973981543266585,-0.0998258146800836,-0.305481247264473,14143528960.0,1.773272813118162,29.811,18.97520679525199,30.79785
METROPOLIS.NS,METROPOLIS HEALTHCARE LTD,India,Healthcare,41.57224270868254,43.2380603599302,-0.1710034983906072,-0.6119981862835001,-0.2059964481999951,943088293.600086,0.0708765792165019,13.916,14.757194851795246,6.1155133
MOTHERSON.NS,SAMVRDHNA MTHRSN INTL LTD,India,Consumer Cyclical,51.09285953737848,45.5017173857648,0.0217724027292586,-0.3405166028986171,-0.3458717922108034,12144932451.84468,-0.042269763690596,49.937,17.563807540176626,3.0546515
MPHASIS.NS,MPHASIS LIMITED,India,Technology,55.4710023466309,54.10161264662539,0.5928564055619275,0.1751156840024349,-0.1129498305245181,4514911934.60256,0.4133790106929446,23.617,16.614119034121458,4.126446
MSGS,Madison Square Garden Sports Co,US,Communication Services,40.177673483070734,44.14253211049576,-1.213745872629881,0.5272761518186343,-0.8888260400662126,7810739200.0,-0.543844825987224,52.3455,17.731843944283167,-0.9948549107227488
MTCH,"Match Group, Inc.",US,Communication Services,71.3208179684881,66.53628226282541,0.5159797128729143,1.2811278146013652,0.2013373336930029,7422046720.0,1.4381537525559411,52.3455,18.80824432746952,-0.9948549107227488
MTDR,Matador Resources Company,US,Energy,63.96580623533356,66.92173830252506,0.9772398690069932,1.0416031503518688,0.090921302854509,7816625664.0,1.0904876813841968,59.178,18.47485401226878,1.3813853
MTZ,"MasTec, Inc.",US,Industrials,33.04056319141804,28.944862908230725,-1.548964009355229,-0.5790933020833792,-0.8239922702945066,26530437120.0,-0.5547565557534982,83.945,19.55190564530752,8.032345
MUTHOOTFIN.NS,MUTHOOT FINANCE LIMITED,India,Financial Services,73.11431444854175,53.76712647641984,0.8783984069782622,0.2483011496537218,-0.1535153043825012,13735485603.011724,1.3375161702962088,384.601,16.989465928143876,3.58288
MWA,MUELLER WATER PRODUCTS,US,Industrials,61.74991619175327,57.411591836005,0.5427971638109422,0.2051806183653524,0.1228002474670675,4324054016.0,0.6397759358592087,44.422,17.496861271082057,4.2460074
NATCOPHARM.NS,NATCO PHARMA LTD.,India,Healthcare,55.75259805564868,47.44128657446757,0.344233910057034,-0.445280811969264,-0.1924932581378866,1973245466.7096915,0.8779870164377227,3.012,16.26346471446751,2.1206098
NAVINFLUOR.NS,NAVIN FLUORINE INT. LTD,India,Basic Materials,79.43010392222594,62.25925166284423,1.0401389812070951,0.043011431666058,0.0624442265868461,3241873196.0847588,0.1794573467323283,32.677,16.42495755603894,8.325394
NEOG,Neogen Corporation,US,Healthcare,9.195440831377809,33.72359736530418,-1.2750836593498385,-0.7162560329582025,-0.5931455886424319,2046919424.0,-1.970471933626492,37.78,17.371596558322107,0.97260976
NET,"Cloudflare, Inc.",US,Technology,34.92122024807241,36.59080027778313,-0.0990338286391907,-0.4837838010866805,-1.2536697479432006,74510704640.0,-1.6653054322583458,241.126,20.342053252073136,31.54903395
NEWGEN.NS,NEWGEN SOFTWARE TECH LTD,India,Technology,31.166610794502184,41.79183621059212,-0.3296639067062301,-0.2568021582230709,-0.705847539050735,668883716.9839734,0.2075691490540363,3.254,15.519958888692509,6.533154
NGVT,Ingevity Corporation,US,Basic Materials,49.0646999664767,60.87263687234956,0.5683956397063323,0.2976282632873667,0.4871062028586965,2508899840.0,-0.8101667842352835,588.2596750000002,16.80127097974727,31.54903395
NNN,"NNN REIT, Inc.",US,Real Estate,75.98726114649682,72.21096566260015,1.236698706832413,1.1708868036828273,0.6659606627664304,8137223168.0,1.1809986870032565,109.349,17.788551373613778,1.8428197
NOV,NOV Inc.,US,Energy,44.19041233657392,46.420151386239255,-0.4065405993952431,-0.0893241630983707,0.1335739113315486,6850059264.0,-0.8012837251712589,37.014,18.142590278190603,1.08105
NRG,"NRG Energy, Inc.",US,Utilities,55.75259805564868,50.44950471005743,-0.3488830798784832,0.7729198303148248,0.0124293358410623,32427720704.0,0.2385869475854321,588.2596750000002,19.894426824076607,28.192394
NTRA,"Natera, Inc.",US,Healthcare,33.55346966141468,35.352762435765214,-1.495899691541685,-0.5208744533206979,-0.4369817948496715,29477263360.0,-2.201633518573689,12.519,19.439227490110085,16.966877
OBEROIRLTY.NS,OBEROI REALTY LIMITED,India,Real Estate,57.21756620851492,43.64455571903541,-0.2768111804825335,0.274571765033237,-0.8520108587675053,5913087284.07013,0.7962367809552721,18.083,16.38869022187212,3.2833776
OGE,OGE Energy Corp,US,Utilities,46.4063023801542,48.10318830014565,-0.6371706774622827,0.9300937280509134,0.015566892782138,10057189376.0,0.1385672025470758,114.327,17.912936022781107,2.0190475
OII,"Oceaneering International, Inc.",US,Energy,40.94535702313107,38.64815494120599,-0.867800755529322,-0.4509842984770492,-0.043214691399852,3548006912.0,0.6856997302847828,81.097,17.25565655388348,3.3002322
OKTA,"Okta, Inc.",US,Technology,39.78880321823667,41.083821294232216,-0.252787214017217,-0.2127093883757684,-0.9028294482106708,14212091904.0,-0.6735765087596948,6.444,19.26522674815874,2.03203
OMCL,"Omnicell, Inc.",US,Healthcare,14.220583305397252,39.459543840067646,-1.1278729712219409,-0.6631354656249641,0.0216637902786619,1551636736.0,-1.17373538380124,16.589,16.745161372669582,1.2483094
OVV,Ovintiv Inc. (DE),US,Energy,61.64264163593698,67.34289434464115,0.7466097909399536,1.0907763309515504,0.6392166988171525,16767792128.0,0.5828744132938531,57.383,19.1395560026694,1.339005
PAGEIND.NS,PAGE INDUSTRIES LTD,India,Consumer Cyclical,61.87395239691585,58.64639180245466,0.7630833679447425,0.1276217339731299,0.3786108473472611,4081549583.392492,0.4343292288791974,19.029,16.23771958783182,26.912296
PAYC,"Paycom Software, Inc.",US,Technology,53.73114314448542,55.147676278435,1.5922534105190982,0.0174474766634719,-0.3389470709271706,6784200192.0,0.9088542769939528,5.215,18.466648177555832,3.8178225
PB,"Prosperity Bancshares, Inc.",US,Financial Services,52.0918538384177,46.40438918802085,-0.7030649854814368,0.0129597533019507,-0.2157913782318493,6807993344.0,0.0812491941379375,132.9965,17.75185765923061,0.81888485
PCVX,"Vaxcyte, Inc.",US,Healthcare,19.681528662420384,31.83552714260404,-1.6063077076376078,-0.4635181428006943,-0.9023688731706068,8477141504.0,-1.6161220502024511,4.375,18.20848420150764,2.8490558
PEN,"Penumbra, Inc.",US,Healthcare,46.8085819644653,40.79559188223057,-0.9070569390300948,-0.3616588927460181,-0.2987688851033911,12964334592.0,0.1892586593895745,15.389,18.943798596284097,9.078069
PERSISTENT.NS,PERSISTENT SYSTEMS LTD,India,Technology,61.33757961783439,48.9338342973198,0.1315962494278488,0.1268241787218805,-0.4906242575117099,8789422989.78165,0.9927034451224532,5.535,17.272482870411256,10.501134
PIDILITIND.NS,PIDILITE INDUSTRIES LTD,India,Basic Materials,74.20046932618169,58.749490668935096,0.8828912007068407,0.1425557781817339,-0.3913602225024478,13913960355.03926,0.026871188311468,4.539,16.047510363284346,13.543177
PNFP,"Pinnacle Financial Partners, In",US,Financial Services,50.23466309084814,49.36377622195516,-1.394955219682555,-0.0333191023678286,0.3061141405641776,13144473600.0,-0.0728225231213833,132.9965,18.10563705699381,0.9860441
PNW,Pinnacle West Capital Corporati,US,Utilities,32.779081461615824,31.572061456855728,-1.5020334702136804,-0.0908473558184052,-0.4872579340907254,12416983040.0,-0.0581712144165507,201.771,18.583686688866766,1.7621523
POOL,Pool Corporation,US,Industrials,35.91350988937312,45.12176582626821,-0.8248928340284775,0.2542525376311066,-0.0541214834630257,7465352192.0,0.6412876402013407,129.513,18.490904531614813,6.2626915
POONAWALLA.NS,POONAWALLA FINCORP LTD,India,Financial Services,35.03519946362722,41.76173801657089,-0.1100162133090497,-0.791010725692399,-0.2732358902711969,3398119493.16984,0.0779563596896501,364.414,16.05887932204883,3.0931587
POST,"Post Holdings, Inc.",US,Consumer Defensive,34.17365068722762,46.53009547681306,-0.821674739915914,-0.1240842064325858,0.2488584056508596,5232169472.0,-0.4549398664258282,215.17,17.962482494071573,1.3915939
PRESTIGE.NS,PRESTIGE ESTATE LTD,India,Real Estate,52.433791485082125,48.465398213708575,-0.0605954822946841,-0.4882661194881409,0.1018920470718009,5339535202.495429,-0.214589928226548,89.294,16.296197567277538,3.136464
PTEN,"Patterson-UTI Energy, Inc.",US,Energy,28.079114984914515,40.255626296627206,-1.0984308335963613,-0.1312347900114323,0.5146621237764194,4027292672.0,-1.2041342554135996,39.708,18.42062728290184,1.2504419
QLYS,"Qualys, Inc.",US,Technology,61.21689574254107,49.20398268409527,0.6697330982509407,-0.1591841147997758,-0.3936385649272629,3168440064.0,1.999346170865489,9.315,17.41811635569827,5.6262336
RAJESHEXPO.NS,RAJESH EXPORTS LTD,India,Consumer Cyclical,43.211532014750254,45.42894402649435,-1.460849527701709,0.3925875701471457,-0.1345940083942238,468692855.5019124,-0.4088048660638128,5.254,14.199566568762242,0.15583192
RBC,RBC Bearings Incorporated,US,Industrials,50.84813945692256,44.69451896411234,-0.0203693058876422,-0.0760826984794317,-0.864324554554561,17330667520.0,0.1003826830248501,32.369,18.376603421404127,5.314336
RBLX,Roblox Corporation,US,Communication Services,32.90646999664767,42.928300333044646,-1.5020334702136804,0.4772796320939044,-0.8250674094778534,42600321024.0,-2.7949859615331505,480.747,20.044776564570967,31.54903395
RELAXO.NS,RELAXO FOOT LTD.,India,Consumer Cyclical,27.784109956419712,43.18663318535345,-0.4724349074143974,-0.5793980316042965,-0.0349449177339626,709570033.516188,0.1268347444928384,10.214,13.691105243473858,3.1113148
REXR,"Rexford Industrial Realty, Inc.",US,Real Estate,59.39993295340261,60.22387646629359,0.5880516122688643,1.187211754979523,-0.2358460497293233,7898109952.0,0.367829088404787,36.898,18.12078999501237,0.9170704
RH,RH,US,Consumer Cyclical,38.73952396915856,47.34762750746064,0.598347597896857,-0.1791591710196736,-0.6908891630398444,2130517888.0,-0.0586934437806929,588.2596750000002,18.59367626977357,31.54903395
ROAD,"Construction Partners, Inc.",US,Industrials,34.200469326181704,32.44070374276404,-1.6294163621693127,0.4276161425197525,-1.168345833322137,5984413184.0,-0.2484880618305349,189.68,17.730660518531742,6.1761446
ROUTE.NS,ROUTE MOBILE LIMITED,India,Communication Services,39.85584981562186,49.18081368679999,-0.6371706774622827,0.4939792214303314,-0.4897711675707382,468692855.5019124,0.0029160083436151,1.1622750000000002,14.146736259766508,1.1495341
RPD,"Rapid7, Inc.",US,Technology,20.841434797184043,39.59997022000215,-0.4065405993952431,-0.6822406616742226,-0.4132411890414439,468692855.5019124,-0.2717100265147167,588.2596750000002,15.519785708611632,2.2851064
RPM,RPM International Inc.,US,Basic Materials,70.58665772712035,70.13421270958636,1.6691301032081114,0.4083017201508436,-0.0603202058972008,12561588224.0,0.2997999730452118,91.61,18.14739126687353,4.009577
RRC,Range Resources Corporation,US,Energy,63.45625209520616,57.53622168185079,-0.1759105213282037,1.1163157909196608,0.779750192200015,10294860800.0,0.8979195917418765,31.783,18.59232020654352,2.3688803
RS,"Reliance, Inc.",US,Basic Materials,55.51793496480054,42.80442808452467,-1.161329945796463,0.3893413130343469,0.4120979438176198,15967393792.0,-0.3333574918492933,24.229,18.54829868071363,2.2034302
RVMD,"Revolution Medicines, Inc.",US,Healthcare,27.428762990278244,32.094696853878204,-1.6063077076376078,-0.4810648993878267,-0.8470421332473163,19642947584.0,-1.6161220502024511,26.185,19.073470663599377,11.969569
SAPPHIRE.NS,SAPPHIRE FOODS INDIA LTD,India,Consumer Cyclical,23.21488434461951,41.4167290212783,-0.3076991373665121,-0.9532478163338768,0.0337575246630783,529514596.4504679,-0.0500830502667539,99.226,14.113338840574508,3.5079672
SCHAEFFLER.NS,SCHAEFFLER INDIA LIMITED,India,Consumer Cyclical,66.59738518270197,47.21691844201226,-1.0490101025819958,0.1309309190893054,0.1136165761254657,6329818914.832742,0.6325349653728171,1.1622750000000002,15.206794875177543,9.741595
SEE,Sealed Air Corporation,US,Consumer Cyclical,57.57626550452565,47.943660734838005,-0.7195385624862253,-0.0775733946815581,0.2154808905289265,6201483264.0,0.7262456225790854,331.321,18.20376592995984,5.0071397
SEIC,SEI Investments Company,US,Financial Services,56.20516258799865,50.972367291197386,-0.2088576753377809,-0.0910668394832272,0.1439600944036785,9429058560.0,1.6517716238213191,1.1622750000000002,17.824248348091825,3.8455012
SF,Stifel Financial Corporation,US,Financial Services,44.9212202480724,52.58965568403191,0.2853496348058749,-0.148006583350173,0.1896361244392513,11465141248.0,0.0457180273517078,37.657,18.2242732435461,2.1343362
SHAK,"Shake Shack, Inc.",US,Consumer Cyclical,22.393563526651025,29.654055096519254,-1.3784816426777664,-0.8531948156184902,-0.9166579299049208,3813722112.0,-0.6129004862773147,162.912,18.51749751381396,6.8452106
SIG,Signet Jewelers Limited,US,Consumer Cyclical,53.76801877304726,55.21179699782096,0.5159797128729143,0.0334194876096642,0.1953207585470845,3452075008.0,-0.2284794737176064,61.911,18.30570731161572,1.7434454
SITE,"SiteOne Landscape Supply, Inc.",US,Industrials,31.7800871605766,42.770862787144765,-0.5835357755862269,-0.3193253471593064,-0.1756404703989053,5634773504.0,-0.5123233000793128,58.222,17.950770650730405,3.3907647
SJM,The J.M. Smucker Company,US,Consumer Defensive,41.84042909822327,52.99510917089025,-0.129784505714796,0.9604038748245785,-0.5487824478391201,10186107904.0,-1.3162524288334114,143.204,18.79892287393024,1.9454293
SLVM,Sylvamo Corporation,US,Basic Materials,32.98692591350989,43.96114719357404,-0.8468343847959549,0.0577285213777904,0.3351227852799108,1688189184.0,-0.2717663733157848,94.72,16.509373986667576,1.7428012
SM,SM Energy Company,US,Energy,57.10023466309084,71.39051845771131,1.2078699470740328,1.1369257352740978,0.3587658235819224,7298557952.0,1.1463397765542755,59.314,18.238392539638067,0.72972524
SMCI,"Super Micro Computer, Inc.",US,Technology,43.94233992624874,40.98240802947575,-1.405937604352414,0.7605672612574438,-1.5090445255227083,13943189504.0,-0.6986804709282116,75.28,20.93017911986248,1.9890355
SON,Sonoco Products Company,US,Consumer Cyclical,45.16594032852833,45.28705587094208,-1.1313779876059384,-0.1324378371942112,0.2107870686508031,5409079808.0,-0.1440410177126394,127.872,17.67411398464949,1.4967657
SPB,"Spectrum Brands Holdings, Inc.",US,Consumer Defensive,37.87462286288972,46.827722986218674,-1.0984308335963613,0.14141331667306,0.2610878469881452,1716128256.0,-0.7473320051961352,36.729,17.26302135588782,0.90437347
SPXC,"SPX Technologies, Inc.",US,Industrials,50.09051290647,47.517485350093054,-0.2617263643298929,-0.2418257763234605,0.0714718372835809,9840210944.0,0.1101134636583098,25.806,17.995784978963627,4.3970222
SRF.NS,SRF LTD,India,Industrials,48.55179349648005,51.63786992548084,0.3014401053686916,-0.1404547051344155,-0.1265337847322433,7712720858.7716465,0.3084638597473305,34.719,16.52134648862822,5.4042583
STAG,"Stag Industrial, Inc.",US,Real Estate,78.40093865236338,66.42019680237189,0.8042673104567136,1.1679730600213265,0.3741187367167216,7133445632.0,0.8173531838558308,89.693,17.679113131335757,1.941567
STE,STERIS plc (Ireland),US,Healthcare,51.71639289306068,52.37673018000115,0.7858659744407264,0.1701283280114729,-0.5395497598730021,21465733120.0,0.1513460738156616,28.651,18.697872277041224,2.998862
STEP,StepStone Group Inc.,US,Financial Services,24.156889037881328,44.19511881075307,-1.6914796057687485,0.5875020223153699,-0.5319255959390632,5881093120.0,-2.896108486312981,72.527,17.338159007240026,-0.9948549107227488
STLD,"Steel Dynamics, Inc.",US,Basic Materials,79.83908816627557,59.652076718006825,0.4111478592060782,0.916464441868631,-0.0498019648675402,26107807744.0,-0.3112115723994436,49.077,19.347844207865613,2.9159048
SUDARSCHEM.NS,SUDARSHAN CHEMICAL INDS L,India,Basic Materials,47.20415688903788,52.178143395763286,0.2539000787058242,-0.1438397797763735,-0.0990977964532343,650237466.7096913,-0.573615425735479,64.493,14.555547693956612,1.7039361
SUI,"Sun Communities, Inc.",US,Real Estate,49.45692256118002,40.25570303028144,-1.3578896714217807,-0.117234815201808,0.2021424059209292,16525767680.0,-0.4541883812416425,60.914,18.49340136448892,2.2944736
SUNDRMFAST.NS,SUNDRAM FASTENERS LTD,India,Consumer Cyclical,52.35333556821991,53.95419025929763,0.6807154829207998,-0.0826311308398339,0.0391198670579856,1693548364.2465312,0.2431789152413306,18.193,13.94363978539303,3.8863504
SUPRAJIT.NS,SUPRAJIT ENGINEERING LTD,India,Consumer Cyclical,29.53737847804224,41.15426848295511,-0.8842743325341105,-0.5012557904420271,-0.1066865547942349,607879046.4020652,-0.0258537222132343,67.961,13.691105243473858,4.1479573
SYNGENE.NS,SYNGENE INTERNATIONAL LTD,India,Healthcare,30.375460945357016,50.64653134051798,0.933076662568624,-0.3628114509306883,-0.2711083240008132,1699487454.1034744,0.1435002564214014,12.283,15.217511976517851,3.3357942
TATACONSUM.NS,TATA CONSUMER PRODUCT LTD,India,Consumer Defensive,43.067381830372106,38.89103126638339,-1.2368088804365849,-0.2487653211766579,-0.3103168782510375,11123332865.569538,-0.1518445958523528,11.869,16.66174622378365,5.0865774
TATAELXSI.NS,TATA ELXSI LIMITED,India,Technology,45.16594032852832,47.76616603233974,0.3622263274948882,-0.0511364786957668,-0.5525273440726682,2828378008.906099,0.0192105566470918,6.257,16.22507385079631,9.7302685
TECH,Bio-Techne Corp,US,Healthcare,37.39523969158565,44.10974136673682,-0.7598462509021973,-0.0098526037584242,-0.3549240475332077,8312364032.0,-0.0267541355141599,17.449,18.31690321437426,4.1182857
TENB,"Tenable Holdings, Inc.",US,Technology,19.433456252095205,40.47620152468232,0.2084729421168616,-0.3511835870335622,-1.07106619319828,2098072192.0,-1.342836668610767,127.822,16.9920125267632,6.381125
TFX,Teleflex Incorporated,US,Healthcare,42.29634596044252,53.92050305295501,0.1234178778651878,0.0945023810827556,0.2301664170417459,5207267840.0,-0.5578309632522502,90.324,18.152256561932845,1.6662422
THERMAX.NS,THERMAX LTD,India,Industrials,35.60509554140127,41.257547329815225,-0.1812740115158093,-0.548856903113907,-0.722749291272571,3995099795.977197,0.011572749014202,35.784,15.602757564390611,7.3531084
TIINDIA.NS,TUBE INVEST OF INDIA LTD,India,Industrials,33.88199798860207,38.2113329441872,-0.9857975396566446,-0.2791803929712362,-0.4034200358145071,5332124072.711627,-0.1170708937053204,27.724,16.085367005171868,6.589075
TORNTPHARM.NS,TORRENT PHARMACEUTICALS L,India,Healthcare,67.5628561850486,56.07656306770875,1.3011033828883676,0.1023510661796749,-0.3265651262961989,14525086903.38819,0.4404594363660868,33.4,16.47764787479395,15.9941
TRENT.NS,TRENT LTD,India,Consumer Cyclical,52.0348642306403,59.30519822124892,1.0101870230165704,-0.0050484211516341,0.4433956027595929,13508676200.580832,0.1244841668903038,37.79,17.501234777544305,20.585596
TRGP,"Targa Resources, Inc.",US,Energy,46.935970499497145,45.56062084450097,-0.6371706774622827,1.1090049333723515,-0.4814795648532592,52532068352.0,1.0784165935604513,548.63,19.829837115915247,17.099777
TROW,"T. Rowe Price Group, Inc.",US,Financial Services,65.10224606101242,51.64743977064488,1.471447179150649,0.700261571800175,-0.8497465365691597,19663632384.0,1.1777340623429748,3.891,18.803471231360565,1.8147238
TROX,Tronox Holdings plc,US,Basic Materials,14.361381159906136,34.68593435984898,-1.4758255067969712,-0.3786603953144334,0.2621795550018079,1464329344.0,-2.022985881710404,237.543,16.99568528237984,1.0265012
TTC,Toro Company (The),US,Industrials,46.13141133087496,43.546186000358354,-0.5030834227721435,0.0162152992335971,-0.4953414479338461,9036454912.0,0.2752899559867123,84.224,18.254242485884053,6.3315344
TTWO,"Take-Two Interactive Software, ",US,Communication Services,34.1099564197117,46.48965709055005,-0.3488830798784832,-0.4429410604774481,0.1838352619861348,37011017728.0,-1.864702458011942,100.449,19.695494601584745,10.583531
TXRH,"Texas Roadhouse, Inc.",US,Consumer Cyclical,36.20516258799866,41.12163462318944,-1.6255852977495944,-0.4910517195692702,0.4067179753596725,10780487680.0,0.342998897401955,65.922,18.85574232470743,7.357017
UPL.NS,UPL LIMITED,India,Basic Materials,55.52463962453905,67.5237768260859,1.3546345422076032,0.3295226678919246,0.1500531984636926,5374741857.889642,-0.3565516344559052,79.613,16.694669995547265,1.518483
USFD,US Foods Holding Corp.,US,Consumer Defensive,52.209185383841785,46.06103216453759,-1.5135649741170325,0.3171901343560588,0.3367927661979849,20044662784.0,-0.4494672673194707,132.877,19.073498592457764,4.6029797
VEEV,Veeva Systems Inc.,US,Healthcare,71.14314448541738,60.07658977997681,1.3747087269523164,0.5167213660083498,-0.3082980688166783,28599154688.0,0.7856127910251328,1.329,19.246358218906867,3.9494236
VMART.NS,VMART RETAIL LTD,India,Consumer Cyclical,33.3221589004358,43.0980319692772,-0.3900670223904546,-0.4988071888419289,-0.1979416717819847,468692855.5019124,-0.0789490129346812,94.737,13.998618010704028,4.9938664
VRNS,"Varonis Systems, Inc.",US,Technology,15.558162923231643,36.49226088450877,-0.7140473701512957,-0.7157711524038851,-0.6173753146289848,2656226560.0,-2.549210813000991,87.153,17.514988298469135,4.423719
WBS,Webster Financial Corporation,US,Financial Services,67.07341602413678,52.70346707951517,-0.8019064475101679,0.1909574458387604,0.2893810344496365,11252667392.0,0.0438209404046578,132.9965,18.583908703489083,1.2218565
WEC,"WEC Energy Group, Inc.",US,Utilities,69.14515588333892,68.6701028666381,1.092554908040513,1.2366785261542768,0.1940126442629477,38295760896.0,0.1545331809959477,159.331,19.337244926690406,2.8109686
WING,Wingstop Inc.,US,Consumer Cyclical,63.261816962789126,64.96700573346446,0.2688760578010865,1.347640323773558,0.1975521307342934,4237773056.0,1.3800490193735395,66.94149999999999,18.50876994860377,-0.9948549107227488
WK,Workiva Inc.,US,Technology,30.47267851156554,38.37276469679097,-0.1759105213282037,-0.6414985378221983,-0.7644366569741817,3410078464.0,-1.0409536940143995,28.275,17.42315059978633,-0.9948549107227488
WMG,Warner Music Group Corp.,US,Communication Services,41.66946027489104,51.59033346286883,-0.0605954822946841,0.8974222203959402,-1.0100166473715326,13638459392.0,0.71757086131458,555.609,17.775577985744626,18.90659
WOR,"Worthington Enterprises, Inc.",US,Industrials,24.703318806570568,33.81976259470777,-0.9053451868425608,-0.3191431796858085,-1.168041283150366,2584569600.0,-0.5058826704706902,35.677,16.45027693163348,2.547484
WSC,WillScot Holdings Corporation,US,Industrials,44.63627220918538,66.21018136358657,1.5886777503940277,0.2926951837815543,0.0378597316635498,3164035584.0,-0.6040857932254131,456.108,17.596926425148595,3.6796446
WSM,"Williams-Sonoma, Inc.",US,Consumer Cyclical,68.64901106268857,58.29013354654184,1.339658563112341,0.4865152786491619,-0.4918797982563107,21443121152.0,1.577091386975547,69.957,19.54214922336336,10.275464
WTS,"Watts Water Technologies, Inc.",US,Industrials,68.61548776399597,53.2665821876448,0.7841542222531928,0.1482555053973928,-0.8002482113631108,9632571392.0,0.6754746256034552,14.396,17.74417405485122,4.7508802
WWD,"Woodward, Inc.",US,Industrials,47.653369091518606,42.767451019017074,-1.066249892470728,-0.0578710923644402,0.2059823607015614,22305605632.0,0.3003083495376496,36.256,19.075084027737336,8.590309
YETI,"YETI Holdings, Inc.",US,Consumer Cyclical,66.68119342943346,60.3882306545951,0.9278191379926276,0.7050530479387773,-0.1619127363488853,2752220672.0,0.595741929694277,35.133,17.99617658138912,4.1932883
ZION,Zions Bancorporation N.A.,US,Financial Services,53.72443848474689,53.70477175045951,-0.4065405993952431,-0.148409477782157,0.5037232504370589,8596777984.0,-0.0859777637989647,132.9965,18.369552918805457,1.2064922
ZS,"Zscaler, Inc.",US,Technology,32.86624203821656,42.5313815940528,0.4391030201839014,-0.404880382848762,-0.8541036368347775,22279159808.0,-1.3986885635036328,84.995,19.46475339608261,10.131618
ZWS,Zurn Elkay Water Solutions Corp,US,Industrials,54.55246396245391,47.16255828139823,-0.1008216587017259,0.3031198995112577,-0.7443704382069969,7542754816.0,0.1149639463278559,34.504,17.645266351124352,4.6886063
