ticker,company_name,sector,country,ESG_composite,financial_score,market_score,E_score,S_score,G_score
AAPL,AAPL,Technology,US,55.66927930958653,58.11307999455258,52.67543103078964,58.42324670023004,62.46365338965365,44.52954759375747
MSFT,MSFT,Technology,US,57.018935496578855,60.68155229914041,31.38031609704086,59.72526436404361,57.938427784793134,52.78881081495332
GOOGL,GOOGL,Communication Services,US,55.549652351045935,60.3730357116393,73.22218919158787,65.38934302655385,48.69524254726639,52.06682466736286
META,META,Communication Services,US,57.257675944020185,64.8578736781173,49.442774321628896,63.25944554828344,61.56982976658102,45.22476527939209
NVDA,NVDA,Technology,US,59.867036186360366,58.56542652804883,58.52158514866783,68.35200276486397,55.194736037904526,55.41892535130464
V,V,Financial Services,US,55.54276972480995,54.40014815916928,47.47348143034286,55.699162893174105,53.53193060905496,57.70628999676594
TCS.NS,TCS.NS,Technology,India,58.89928750107118,71.73667715850664,44.233112374837205,62.46046816205544,53.90471883370869,60.57157350851245
INFY.NS,INFY.NS,Technology,India,53.80794015483204,57.52080007092789,53.0158478550794,60.095744119473295,56.32715180043003,43.533088609552905
