cv_method,cv_variant,fold,train_csir,test_csir,train_n,test_n,overfit_ratio,weight_concentration_hhi,max_weight,max_weight_factor,return_col_used,n_draws,dirichlet_alpha,w_ESG_composite,w_financial_score,w_market_score,w_operational_score
leave5out,ex_market,29,0.29607319872181154,0.43039862404132423,271,5,0.687904612410178,0.4821322369452919,0.6283730775322329,financial_score,price_momentum_6m,2000,2.0,0.281276091688241,0.6283730775322329,,0.09035083077952595
leave5out,ex_market,30,0.29607319872181154,-1.270995786068201,271,5,-0.23294585394417583,0.49527831028908614,0.647764273835459,financial_score,price_momentum_6m,2000,2.0,0.258715539920593,0.647764273835459,,0.09352018624394802
leave5out,ex_market,31,0.29607319872181154,0.8640765564673114,271,5,0.34264695236960463,0.4681100835735111,0.6139736851766188,financial_score,price_momentum_6m,2000,2.0,0.28422236642068593,0.6139736851766188,,0.10180394840269522
leave5out,ex_market,32,0.29607319872181154,-0.31389663692400527,271,5,-0.9432187669083345,0.49907474172651545,0.6536742154407499,financial_score,price_momentum_6m,2000,2.0,0.25001986095893697,0.6536742154407499,,0.09630592360031329
leave5out,ex_market,33,0.3067985936702837,-0.5893867173466414,271,5,-0.5205386967380491,0.42671293581047093,0.4933062503609132,financial_score,price_momentum_6m,2000,2.0,0.4191669598570143,0.4933062503609132,,0.08752678978207248
leave5out,ex_market,34,0.29607319872181154,-0.06802860645571629,271,5,-4.352186742936755,0.47024831605768774,0.6146468979881243,financial_score,price_momentum_6m,2000,2.0,0.2880940552600748,0.6146468979881243,,0.09725904675180087
leave5out,ex_market,35,0.45499477111009234,-1.552617311324328,271,5,-0.29305017264769695,0.8038348237575463,0.8910096948740763,operational_score,price_momentum_6m,2000,2.0,0.09920032056527843,0.00978998456064544,,0.8910096948740763
leave5out,ex_market,36,0.29607319872181154,0.2112770955287838,271,5,1.4013501929334329,0.492900050916098,0.64705834495397,financial_score,price_momentum_6m,2000,2.0,0.2537095587665168,0.64705834495397,,0.09923209627951336
leave5out,ex_market,37,0.29607319872181154,-0.6277259373131651,271,5,-0.471659973198256,0.5011120881392239,0.6566670389499484,financial_score,price_momentum_6m,2000,2.0,0.24569933480011377,0.6566670389499484,,0.09763362624993788
leave5out,ex_market,38,0.3752569569574586,-0.20937461842564922,271,5,-1.7922753004082164,0.8913914907333784,0.9426440122836235,operational_score,price_momentum_6m,2000,2.0,0.05285341707836892,0.004502570638007568,,0.9426440122836235
leave5out,ex_market,39,0.3752569569574586,-0.8286371743238339,271,5,-0.4528603937048244,0.8405490928112824,0.9138205727189476,operational_score,price_momentum_6m,2000,2.0,0.07281854513162292,0.013360882149429505,,0.9138205727189476
leave5out,ex_market,40,0.29607319872181154,0.01682416813239194,271,5,17.598088335313676,0.46969895042118953,0.6149733274227804,financial_score,price_momentum_6m,2000,2.0,0.2857441994236266,0.6149733274227804,,0.09928247315359302
leave5out,ex_market,41,0.29607319872181154,-0.2796618674687821,271,5,-1.0586827639657728,0.48636001354484404,0.6391305229755968,financial_score,price_momentum_6m,2000,2.0,0.26030587980194103,0.6391305229755968,,0.1005635972224621
leave5out,ex_market,42,0.3752569569574586,-0.4779223390857268,271,5,-0.7851839647291852,0.83809752232793,0.9127713753908131,operational_score,price_momentum_6m,2000,2.0,0.06750491840289219,0.01972370620629471,,0.9127713753908131
leave5out,ex_market,43,0.29607319872181154,0.67446092348688,271,5,0.43897754246050574,0.5093810795306928,0.6631853361389397,financial_score,price_momentum_6m,2000,2.0,0.24854543324649236,0.6631853361389397,,0.08826923061456794
leave5out,ex_market,44,0.261573979701529,-0.7713321378833013,271,5,-0.33911977329669596,0.5907216324697557,0.7327246385091977,operational_score,price_momentum_6m,2000,2.0,0.2288169252299572,0.03845843626084507,,0.7327246385091977
leave5out,ex_market,45,0.3752569569574586,0.8574677265149139,271,5,0.43763391356883724,0.8751680826379085,0.9331954710094033,operational_score,price_momentum_6m,2000,2.0,0.0656735596243965,0.0011309693662002742,,0.9331954710094033
leave5out,ex_market,46,0.29607319872181154,-0.15973213128316743,271,5,-1.8535606864363414,0.49204605591078565,0.6466149524798002,financial_score,price_momentum_6m,2000,2.0,0.2525036813653776,0.6466149524798002,,0.10088136615482218
leave5out,ex_market,47,0.3752569569574586,-0.5519442125565919,271,5,-0.6798820396852535,0.8274424037840814,0.9059018093990245,operational_score,price_momentum_6m,2000,2.0,0.08137897131589236,0.012719219285083168,,0.9059018093990245
leave5out,ex_market,48,0.45499477111009234,-1.0646102100387314,271,5,-0.4273815588677075,0.7598113105124534,0.8610150728599671,operational_score,price_momentum_6m,2000,2.0,0.1358473798699365,0.0031375472700964206,,0.8610150728599671
leave5out,ex_market,49,0.29607319872181154,-0.5573270890267737,271,5,-0.5312377679182073,0.4859697111880608,0.633720062226533,financial_score,price_momentum_6m,2000,2.0,0.2761133454845331,0.633720062226533,,0.09016659228893395
leave5out,ex_market,50,0.261573979701529,0.35261548417626276,271,5,0.7418108147984628,0.6432714671893666,0.771550455814289,operational_score,price_momentum_6m,2000,2.0,0.21883539345321223,0.009614150732498748,,0.771550455814289
