held_out_sector,factor,return_proxy,train_ic,test_ic,test_pvalue,n_train,n_test
Basic Materials,financial_score,price_momentum_1m,0.08311837134183886,0.01524993000659042,0.9462976181538416,247,22
Basic Materials,market_score,price_momentum_1m,0.48036614114323467,0.35922057348857434,0.1006148554909254,247,22
Basic Materials,operational_score,price_momentum_1m,0.04343914500184716,0.06495340558362588,0.7739759475081291,247,22
Basic Materials,risk_adjusted_score,price_momentum_1m,0.22128891190364156,-0.22592488898652477,0.31202847852146615,247,22
Basic Materials,growth_score,price_momentum_1m,0.019712995131822605,-0.2609432467794361,0.24081643151307722,247,22
Basic Materials,value_score,price_momentum_1m,0.02657505572892275,0.2044620245328049,0.36138602287712884,247,22
Basic Materials,stability_score,price_momentum_1m,0.10390761979813412,-0.016944366673989353,0.9403404465690992,247,22
Basic Materials,ESG_composite,price_momentum_3m,0.0344445068245714,-0.07058159232072277,0.7549478236684113,247,22
Basic Materials,financial_score,price_momentum_3m,0.09210233451187659,-0.007340485601355168,0.9741367424194011,247,22
Basic Materials,market_score,price_momentum_3m,0.5330025335588566,0.2896668548842462,0.19101038587926442,247,22
Basic Materials,operational_score,price_momentum_3m,0.13987718043016095,0.05590062111801244,0.8048424437470657,247,22
Basic Materials,risk_adjusted_score,price_momentum_3m,0.3068908523999085,-0.028797289666854884,0.8987720143803855,247,22
Basic Materials,growth_score,price_momentum_3m,0.09671274690072042,-0.11575381140598533,0.6079713857022657,247,22
Basic Materials,value_score,price_momentum_3m,-0.07298538834958543,0.1078486730660644,0.6328460665787423,247,22
Basic Materials,stability_score,price_momentum_3m,0.08822893510617034,-0.08977978543195936,0.691125727099112,247,22
Basic Materials,ESG_composite,price_momentum_6m,0.02839709829518545,-0.20948616600790515,0.349447352439489,247,22
Basic Materials,financial_score,price_momentum_6m,0.07811541280919886,0.08187464709203841,0.7171885307837645,247,22
Basic Materials,market_score,price_momentum_6m,0.5052086630699669,0.2670807453416149,0.2295283525028699,247,22
Basic Materials,operational_score,price_momentum_6m,0.06082845674442269,0.11123658949745907,0.622136487426624,247,22
Basic Materials,risk_adjusted_score,price_momentum_6m,0.3778722502880507,0.34952004517221913,0.11083266434145092,247,22
Basic Materials,growth_score,price_momentum_6m,0.17682179774696402,0.18802936194240544,0.4020487985281266,247,22
Basic Materials,value_score,price_momentum_6m,-0.07474808768851035,-0.03896103896103897,0.8633265562067404,247,22
Basic Materials,stability_score,price_momentum_6m,0.1453978098257322,0.04912478825522304,0.8281332040215275,247,22
Consumer Defensive,ESG_composite,forward_quality_proxy,0.15774229472172221,-0.16883116883116883,0.4644227731653937,248,21
Consumer Defensive,financial_score,forward_quality_proxy,0.3207490910151672,-0.1961038961038961,0.3942416621697199,248,21
Consumer Defensive,market_score,forward_quality_proxy,0.12677366655647956,-0.20519480519480518,0.3722373638543265,248,21
Consumer Defensive,operational_score,forward_quality_proxy,0.14707521789885705,-0.09220779220779221,0.6909811745118994,248,21
Consumer Defensive,risk_adjusted_score,forward_quality_proxy,0.37729793349752744,0.509090909090909,0.018422111387383793,248,21
Consumer Defensive,growth_score,forward_quality_proxy,0.7537532635155189,0.8337662337662338,2.6652061559546094e-06,248,21
