return,risk,cross_sectional_ir,frontier_type,w_ESG_composite,w_financial_score,w_market_score,w_operational_score
10.520948194627634,21.621471634310186,0.4865972294819994,original,0.3246757171249298,0.3154901162043157,0.3220494205571397,0.037784746113614744
3.046738293529172,17.34927299966282,0.17561187108940093,original,0.014232233398534218,0.2391858568224978,0.23215517534604774,0.5144267344329202
0.2297869849706356,19.191946830286778,0.011973094079586124,original,0.034697272773258694,0.45795037286628487,0.03082126860365966,0.47653108575679687
8.877941001411912,21.55053737336961,0.4119591473547824,original,0.49415934909221304,0.11042839146972537,0.351521951292702,0.04389030814535946
15.609342995191696,23.64606435908992,0.6601243554987284,original,0.053213482286030615,0.183143517682574,0.5236665500376122,0.23997644999378326
10.878069056390888,20.909740880060752,0.5202393046731653,original,0.27499578401909686,0.04928912320509844,0.4051946182877172,0.27052047448808764
10.70450776273665,21.60896549255713,0.49537344887584345,original,0.40903415376740687,0.2601459415901273,0.2827452316969235,0.048074672945542234
1.035169585807074,20.07464130541321,0.05156603149480832,original,0.07134379812237882,0.27218588398074023,0.15437051880963845,0.5020997990872423
5.639429223033974,20.169165597386844,0.27960647136223965,original,0.3457627751610857,0.11611631559906789,0.22502370048313008,0.31309720875671626
14.180983378475451,22.152578029967383,0.6401504763566481,original,0.18670295005576512,0.17479913626745305,0.47725434008637285,0.16124357359040895
9.578282484913554,21.341567382065584,0.4488087642952503,original,0.3435891726460902,0.35831516635808014,0.27928205670797007,0.018813604287859692
7.268272264977267,20.23148256626527,0.35925554348946875,original,0.2914970246862979,0.34811463451920555,0.2884054251471267,0.07198291564736999
13.47197317170405,22.168477153972425,0.6077085529183137,original,0.37224003741765865,0.1922299262549359,0.4110109451910115,0.02451909113639391
25.56571434989055,30.348269739334576,0.8424109370779195,original,0.027700181319328655,0.2176631063087298,0.6613620739247761,0.0932746384471654
4.982207193851973,17.257125055577657,0.288704357057018,original,0.24219520459231275,0.33915912722763547,0.3081095815772651,0.11053608660278673
1.9143658120554345,22.094448890871554,0.08664465094839732,original,0.11677706078992538,0.14830966256865916,0.1625343240370283,0.572378952604387
4.8829469712119105,17.35920749352987,0.2812885883761546,original,0.39102439110538745,0.30530915859718233,0.1936860128784828,0.10998043741894734
3.0467382935291716,17.34927299966282,0.1756118710894009,original,0.01420059571636347,0.30558476252626227,0.19849952963293768,0.4817151121244367
-2.0953985964806043,18.37120052798406,-0.11405888217688159,original,0.6081614634531889,0.09958150831337954,0.014919352971046124,0.2773376752623854
10.318307621791295,20.91500864331604,0.4933446501366595,original,0.40799558352828696,0.13119410982927013,0.34049059322007696,0.12031971342236593
2.0048873119892985,18.74581858061247,0.10695117438361014,original,0.6990538043163607,0.15363452476635056,0.07151089514676097,0.07580077577052788
26.55973748130861,24.26319455472932,1.0946513008124146,original,0.05034400634199304,0.02338893293691795,0.7343514296181658,0.1919156311029232
-0.7893728069543269,19.103062064285275,-0.04132179460516915,original,0.11268475243572933,0.272849342549292,0.05465029356352101,0.5598156114514576
-0.7559666147912365,19.94944309814989,-0.03789412120770206,original,0.5491120093175997,0.13993575499394514,0.0852562864990488,0.2256959491894063
3.5397917730047843,19.75317920994449,0.17920111670959785,original,0.09720347538365755,0.02415130973460873,0.16057350918582558,0.7180717056959082
6.748324389535941,17.761619258258317,0.3799385794378119,original,0.13904459195895352,0.42483286685466193,0.2820492296052103,0.15407331158117413
7.745428406445946,19.469100577220573,0.3978318554411571,original,0.45970805676022214,0.18057701318273262,0.2652646717729511,0.09445025828409426
-2.4930701864225897,22.486633439601167,-0.11086898326100526,original,0.0813670196110812,0.7967233188031977,0.052115126828059154,0.06979453475766201
5.2973530188680416,18.20116254472339,0.2910447618838868,original,0.13056965270749196,0.4071858901099076,0.17417006768665133,0.2880743894959491
4.280040226541796,16.52040010410354,0.2590760635060382,original,0.4282135315395127,0.30567270873675917,0.23221997855623006,0.033893781167498055
0.5622573230221295,21.006650582411105,0.026765681697501636,original,0.5488566299918759,0.2097183913541894,0.05711053892801245,0.18431443972592226
7.417200717666577,20.311554517661225,0.3651714944407965,original,0.03133630372349071,0.4064119637126525,0.4315457700338333,0.1307059625300235
3.1454191212748546,20.898630961043242,0.1505083814879129,original,0.009039874138533866,0.538216846824926,0.1592970550460833,0.2934462239904569
12.945540303100444,22.181794819585715,0.5836110381659307,original,0.09373869383826347,0.4454249011577415,0.43609089651924965,0.024745508484745216
5.247331514680048,18.597262651567256,0.28215612227263037,original,0.7011539726579368,0.08695329816353899,0.18043407740110923,0.031458651777415025
