column,variable_type,count,missing,missing_pct,mean,std,min,q25,median,q75,max,skewness,kurtosis,n_zeros,n_negative,n_unique
price_momentum_6m,continuous,30,30,50.0,9.983596479811544,22.635725830601118,-28.56896107349387,-4.568466297349701,7.171603911152524,21.6450777878971,82.00306682806959,0.9488158843280147,2.1272542133361276,0,10,30
trailing_pe,ratio,60,0,0.0,38.96244311666667,51.074460985625464,5.489796,20.85434225,29.722864,36.607710499999996,383.46362,5.667342512447371,36.526521959785505,0,0,60
free_float_pct,bounded_pct,60,0,0.0,74.18789472749737,13.804868326900746,45.5892767987513,65.63019422441498,74.85003319490997,84.02347508214449,98.46940487010268,-0.2762495840711884,-0.5188396538264142,0,0,60
scope1_emissions,count,60,0,0.0,1726.7669171972882,3568.7903056231207,50.0,261.8707769780062,716.8800701065968,1466.8224059491074,24258.613252453302,4.848819966937628,27.782296254888465,0,0,57
total_revenue,count,60,0,0.0,689845047944.5333,1484503930454.4082,17681999872.0,59156999168.0,177688502272.0,694262759424.0,10245479858176.0,4.932522596701512,29.579538954129966,0,0,60
roa,rate,48,12,20.0,0.09556249975000002,0.09016124674478761,0.00915,0.040132497749999996,0.068775,0.136345,0.53528,2.7205787744408663,11.138983567990529,0,0,48
waste_recycling_pct,bounded_pct,60,0,0.0,43.56776087776765,13.546985520982775,10.922133232295336,34.908607223526964,42.02635257348352,52.88985960644831,73.13799763959865,0.05311036076135199,-0.42168415308720464,0,0,60
human_rights_policy,binary,60,0,0.0,0.48333333333333334,0.5039392842990978,0.0,0.0,0.0,1.0,1.0,0.06842641503658475,-2.0653317156186852,31,0,2
scope3_emissions,count,60,0,0.0,8251.073024537476,20416.468221090166,202.5411116476548,1468.916200435374,3142.100151854154,5693.417679206729,143364.48808094396,5.518477119368343,34.12170334712585,0,0,60
employee_satisfaction,bounded_pct,60,0,0.0,72.08151026792218,10.300575643507733,42.62973350004533,65.25200415907034,72.65222001774615,78.82827101532612,95.0,-0.2001954443649785,0.33648010730689126,0,0,60
esg_controversy_score,bounded_pct,60,0,0.0,55.356775044730064,16.94295173252248,19.46379069357947,43.9423500083514,60.09612123984306,67.32954498319948,86.42958936487247,-0.41168194406350245,-0.7579409380705999,0,0,60
employee_turnover,continuous,60,0,0.0,6.330596042955175,3.8880794993030956,1.0551602334531949,3.399172728148794,5.637722005132863,8.232667790534679,16.063547871177104,0.7408822529598906,-0.11091965949690197,0,0,60
ethics_compliance_score,bounded_pct,60,0,0.0,70.73405772470782,10.136313841453905,47.185681165800936,64.2748433612799,71.55682986416616,77.57220891304894,98.0,-0.11728332791415894,0.6980982968272968,0,0,60
price,count,30,30,50.0,288.0356657663981,212.0889138025443,26.65999984741211,127.64499664306642,256.4850082397461,369.5124969482422,968.3599853515624,1.3881978665629109,2.469133345177424,0,0,30
market_cap,count,60,0,0.0,2851860332953.6,3996791577626.372,92050235392.0,266886479872.0,740443389952.0,4096764805120.0,19447515447296.0,2.197730175130118,5.30916830413681,0,0,60
board_independence_pct,bounded_pct,60,0,0.0,85.31351850386454,11.280205943398725,58.95989140548799,78.4847321501733,87.45414956050166,93.49329795679527,100.0,-0.5826410544662808,-0.5776308904122156,0,0,53
operating_margin,rate,60,0,0.0,25.14998243284899,18.410320322555624,0.0,11.288233671326523,22.08979494000316,35.74031556318162,70.0321318921647,0.4644071757176547,-0.48992838846735287,9,0,52
community_investment_pct,bounded_pct,60,0,0.0,0.9230786845516811,0.5724638331138958,0.0582696649709589,0.4751815029072137,0.8138147547460626,1.305223141466813,2.540145329369494,0.8347536287990515,0.24006240894718145,0,0,60
shareholder_rights_score,bounded_pct,60,0,0.0,66.98342621747956,11.696131667105908,41.73126491680404,59.44256602167515,66.17091901296897,75.28825038418093,95.0,0.2497742825175714,-0.4014804378553918,0,0,60
