ticker,original_rank,bootstrap_mean_rank,bootstrap_std_rank,ci_lower_5,ci_upper_95,p_top_n,ci_width_sampling,ci_width_weights,ci_width,consensus_rank,rank_std,ci_lower,ci_upper,rank_stable,rank_stable_relaxed,rank_stable_strict,rank_stable_moderate
LYV,170.0,160.979,10.289536384113717,138.0,178.0,0.0,18.0,38.0,40.0,160.979,10.289536384113717,138.0,178.0,False,True,True,True
TFX,171.0,163.379,17.640446678018105,121.0,194.0,0.0,18.0,69.05,73.0,163.379,17.640446678018105,121.0,194.0,False,True,False,True
CRWD,172.0,169.52,14.835349675690155,134.975,191.0,0.0,14.0,55.0,56.025000000000006,169.52,14.835349675690155,134.975,191.0,False,True,False,True
SJM,173.0,164.352,17.328130193416715,126.0,194.0,0.0,19.0,65.0,68.0,164.352,17.328130193416715,126.0,194.0,False,True,False,True
WMG,174.0,166.2,16.882831516069807,129.0,196.02499999999998,0.0,21.0,64.0,67.02499999999998,166.2,16.882831516069807,129.0,196.02499999999998,False,True,False,True
METROPOLIS.NS,175.0,171.856,12.945936196351347,141.0,190.0,0.0,13.025000000000006,46.02499999999998,49.0,171.856,12.945936196351347,141.0,190.0,False,True,True,True
EXIDEIND.NS,176.0,172.686,9.760809597569251,150.0,187.0,0.0,13.024999999999977,36.025000000000006,37.0,172.686,9.760809597569251,150.0,187.0,False,True,True,True
GRANULES.NS,177.0,171.798,9.9166121230993,147.975,186.0,0.0,14.0,37.02499999999998,38.025000000000006,171.798,9.9166121230993,147.975,186.0,False,True,True,True
FLO,178.0,171.597,16.246433177777824,136.975,202.0,0.0,13.0,66.025,65.025,171.597,16.246433177777824,136.975,202.0,False,True,False,True
OII,179.0,177.666,14.192267049347683,140.975,197.0,0.0,9.0,53.0,56.025000000000006,177.666,14.192267049347683,140.975,197.0,False,True,False,True
MANH,180.0,175.457,13.766413875806583,144.975,200.02499999999998,0.0,13.0,53.02499999999998,55.04999999999998,175.457,13.766413875806583,144.975,200.02499999999998,False,True,False,True
ASO,181.0,170.14,12.275927663520994,142.0,190.0,0.0,17.0,45.0,48.0,170.14,12.275927663520994,142.0,190.0,False,True,True,True
MSGS,182.0,177.486,14.015627135451343,140.975,199.0,0.0,9.0,57.0,58.025000000000006,177.486,14.015627135451343,140.975,199.0,False,True,False,True
ROUTE.NS,183.0,180.109,10.814671469813588,158.0,202.02499999999998,0.0,9.0,41.0,44.02499999999998,180.109,10.814671469813588,158.0,202.02499999999998,False,True,True,True
OKTA,184.0,178.898,9.62754361195004,154.0,192.0,0.0,8.0,35.0,38.0,178.898,9.62754361195004,154.0,192.0,False,True,True,True
IVZ,185.0,177.11,11.711357735121918,150.975,197.0,0.0,10.0,45.0,46.025000000000006,177.11,11.711357735121918,150.975,197.0,False,True,True,True
RH,186.0,183.335,12.899332347063547,154.0,209.0,0.0,6.0,55.0,55.0,183.335,12.899332347063547,154.0,209.0,False,True,False,True
ABCAPITAL.NS,187.0,191.482,14.820178001630074,158.975,219.0,0.0,8.0,61.0,60.025000000000006,191.482,14.820178001630074,158.975,219.0,False,True,False,True
FMC,188.0,191.365,19.145698603080536,153.0,230.02499999999998,0.0,7.025000000000006,77.0,77.02499999999998,191.365,19.145698603080536,153.0,230.02499999999998,False,True,False,True
SPB,189.0,187.941,9.613611132139681,167.0,209.0,0.0,6.0,37.04999999999998,42.0,187.941,9.613611132139681,167.0,209.0,False,True,True,True
GABRIEL.NS,190.0,192.593,10.486245801048153,168.0,212.0,0.0,8.0,42.0,44.0,192.593,10.486245801048153,168.0,212.0,False,True,True,True
TECH,191.0,186.752,9.597421320333915,169.0,209.0,0.0,5.0,40.0,40.0,186.752,9.597421320333915,169.0,209.0,False,True,True,True
ALLY,192.0,192.969,10.51637004864321,174.0,219.0,0.0,6.0,43.0,45.0,192.969,10.51637004864321,174.0,219.0,False,True,True,True
BIKAJI.NS,193.0,197.886,13.26706463389698,171.0,223.0,0.0,11.0,50.025000000000006,52.0,197.886,13.26706463389698,171.0,223.0,False,True,True,True
TXRH,194.0,195.732,9.48852865306313,177.0,216.0,0.0,10.0,38.0,39.0,195.732,9.48852865306313,177.0,216.0,False,True,True,True
POOL,195.0,195.205,11.739547478501887,176.0,222.0,0.0,8.0,46.0,46.0,195.205,11.739547478501887,176.0,222.0,False,True,True,True
THERMAX.NS,196.0,196.972,7.5541522356913084,181.0,212.0,0.0,7.0,29.0,31.0,196.972,7.5541522356913084,181.0,212.0,False,True,True,True
EXAS,197.0,200.886,10.33532795802823,182.0,222.02499999999998,0.0,11.0,40.0,40.02499999999998,200.886,10.33532795802823,182.0,222.02499999999998,False,True,True,True
MDU,198.0,203.921,10.56980411360589,181.975,223.02499999999998,0.0,12.0,42.0,41.04999999999998,203.921,10.56980411360589,181.975,223.02499999999998,False,True,True,True
BRIGADE.NS,199.0,202.043,6.398058377351679,190.0,214.0,0.0,11.024999999999977,21.025000000000006,24.0,202.043,6.398058377351679,190.0,214.0,False,True,True,True
POONAWALLA.NS,200.0,202.364,12.587434369243004,178.975,229.0,0.0,11.0,48.0,50.025000000000006,202.364,12.587434369243004,178.975,229.0,False,True,True,True
NET,201.0,204.712,10.846707150098597,183.0,226.0,0.0,13.0,42.02499999999998,43.0,204.712,10.846707150098597,183.0,226.0,False,True,True,True
ROAD,202.0,207.672,14.944109742637732,181.0,237.0,0.0,19.0,54.02499999999998,56.0,207.672,14.944109742637732,181.0,237.0,False,True,False,True
POST,203.0,203.724,9.557082399979608,189.0,224.0,0.0,15.0,33.0,35.0,203.724,9.557082399979608,189.0,224.0,False,True,True,True
ENSG,204.0,210.399,11.22968383348347,188.0,230.0,0.0,16.0,43.0,42.0,210.399,11.22968383348347,188.0,230.0,False,True,True,True
TTWO,205.0,206.048,8.163926506283604,192.975,222.0,0.0,15.025000000000006,27.0,29.025000000000006,206.048,8.163926506283604,192.975,222.0,False,True,True,True
TIINDIA.NS,206.0,207.326,9.67748541719387,189.0,226.02499999999998,0.0,16.0,34.0,37.02499999999998,207.326,9.67748541719387,189.0,226.02499999999998,False,True,True,True
ATI,207.0,203.504,10.646219235014842,186.0,226.0,0.0,12.0,38.0,40.0,203.504,10.646219235014842,186.0,226.0,False,True,True,True
ANANTRAJ.NS,208.0,212.286,11.571698406024934,190.0,233.0,0.0,17.0,42.0,43.0,212.286,11.571698406024934,190.0,233.0,False,True,True,True
NTRA,209.0,214.574,11.917404247570023,191.0,236.0,0.0,17.0,43.0,45.0,214.574,11.917404247570023,191.0,236.0,False,True,True,True
VMART.NS,210.0,212.054,9.91186581830081,194.0,231.0,0.0,15.0,37.0,37.0,212.054,9.91186581830081,194.0,231.0,False,True,True,True
HRL,211.0,210.533,16.003403106839496,183.0,238.0,0.0,21.0,55.025000000000006,55.0,210.533,16.003403106839496,183.0,238.0,False,True,False,True
MTZ,212.0,217.084,14.8835124886567,186.975,243.0,0.0,17.0,54.0,56.025000000000006,217.084,14.8835124886567,186.975,243.0,False,True,False,True
SLVM,213.0,209.893,12.73803560208559,190.0,233.0,0.0,21.024999999999977,42.0,43.0,209.893,12.73803560208559,190.0,233.0,False,True,True,True
RBLX,214.0,213.995,10.768889218484887,195.975,235.0,0.0,17.0,39.0,39.025000000000006,213.995,10.768889218484887,195.975,235.0,False,True,True,True
ZS,215.0,214.281,9.228978220799961,196.0,231.02499999999998,0.0,17.025000000000006,33.02499999999998,35.02499999999998,214.281,9.228978220799961,196.0,231.02499999999998,False,True,True,True
PNW,216.0,217.539,13.188270508296377,189.0,241.0,0.0,16.0,51.0,52.0,217.539,13.188270508296377,189.0,241.0,False,True,True,True
KAYNES.NS,217.0,214.105,8.160880773543992,198.0,230.0,0.0,17.0,29.0,32.0,214.105,8.160880773543992,198.0,230.0,False,True,True,True
AARTIIND.NS,218.0,219.303,13.665767120802256,191.0,242.0,0.0,16.0,49.0,51.0,219.303,13.665767120802256,191.0,242.0,False,True,True,True
MASTEK.NS,219.0,213.06,9.451158659127461,196.0,230.0,0.0,17.0,32.02499999999998,34.0,213.06,9.451158659127461,196.0,230.0,False,True,True,True
JYOTHYLAB.NS,220.0,213.767,12.189040610318763,191.975,234.0,0.0,20.0,40.025000000000006,42.025000000000006,213.767,12.189040610318763,191.975,234.0,False,True,True,True
GODREJPROP.NS,221.0,222.023,10.983827702581646,199.0,240.0,0.0,14.0,40.0,41.0,222.023,10.983827702581646,199.0,240.0,False,True,True,True
GALAXYSURF.NS,222.0,222.265,7.439406898402585,206.0,235.0,0.0,11.0,27.0,29.0,222.265,7.439406898402585,206.0,235.0,False,True,True,True
ZYDUSWELL.NS,223.0,222.786,11.738662785854274,200.0,242.0,0.0,13.0,42.0,42.0,222.786,11.738662785854274,200.0,242.0,False,True,True,True
SITE,224.0,218.767,10.477915393817607,197.0,237.02499999999998,0.0,14.0,37.025000000000006,40.02499999999998,218.767,10.477915393817607,197.0,237.02499999999998,False,True,True,True
MANAPPURAM.NS,225.0,212.989,12.528083612428519,190.0,236.0,0.0,19.0,45.0,46.0,212.989,12.528083612428519,190.0,236.0,False,True,True,True
DY,226.0,227.206,9.552882496922068,206.0,242.0,0.0,9.0,37.0,36.0,227.206,9.552882496922068,206.0,242.0,False,True,True,True
NEWGEN.NS,227.0,219.489,13.904167684546962,193.0,241.0,0.0,14.0,46.02499999999998,48.0,219.489,13.904167684546962,193.0,241.0,False,True,True,True
HXL,228.0,226.111,6.845924261924025,212.0,238.0,0.0,11.025000000000006,24.0,26.0,226.111,6.845924261924025,212.0,238.0,False,True,True,True
WK,229.0,231.259,7.721911615655801,214.0,242.02499999999998,0.0,10.0,28.0,28.024999999999977,231.259,7.721911615655801,214.0,242.02499999999998,False,True,True,True
SYNGENE.NS,230.0,220.28,14.749359308119114,192.0,242.02499999999998,0.0,18.0,50.0,50.02499999999998,220.28,14.749359308119114,192.0,242.02499999999998,False,True,True,True
HONAUT.NS,231.0,228.542,9.906373503961982,205.0,244.0,0.0,9.0,37.0,39.0,228.542,9.906373503961982,205.0,244.0,False,True,True,True
SUPRAJIT.NS,232.0,229.566,7.053768071038344,214.0,241.0,0.0,9.0,25.0,27.0,229.566,7.053768071038344,214.0,241.0,False,True,True,True
KPITTECH.NS,233.0,231.794,8.757371980223292,212.0,245.0,0.0,10.0,30.0,33.0,231.794,8.757371980223292,212.0,245.0,False,True,True,True
BILL,234.0,233.934,5.932591676493503,220.0,242.0,0.0,10.0,20.025000000000006,22.0,233.934,5.932591676493503,220.0,242.0,False,True,True,True
DEVYANI.NS,235.0,235.37,7.498073085800111,220.0,248.0,0.0,11.0,28.0,28.0,235.37,7.498073085800111,220.0,248.0,False,True,True,True
ESAB,236.0,231.258,12.646953625280675,200.0,248.0,0.0,12.0,46.025000000000006,48.0,231.258,12.646953625280675,200.0,248.0,False,True,True,True
CWAN,237.0,239.513,8.029559826042771,220.0,252.0,0.0,10.0,31.0,32.0,239.513,8.029559826042771,220.0,252.0,False,True,True,True
ELF,238.0,236.009,9.147071607897251,215.0,249.0,0.0,10.0,34.0,34.0,236.009,9.147071607897251,215.0,249.0,False,True,True,True
PTEN,239.0,239.303,6.2107319214405,223.975,248.0,0.0,8.0,22.0,24.025000000000006,239.303,6.2107319214405,223.975,248.0,False,True,True,True
CYIENT.NS,240.0,237.307,12.270645908019675,205.975,254.0,0.0,10.0,47.0,48.025000000000006,237.307,12.270645908019675,205.975,254.0,False,True,True,True
RELAXO.NS,241.0,236.115,8.799759939907451,215.0,249.0,0.0,10.0,33.0,34.0,236.115,8.799759939907451,215.0,249.0,False,True,True,True
RVMD,242.0,241.958,8.488241042760272,222.975,254.02499999999998,0.0,6.0,32.0,31.049999999999983,241.958,8.488241042760272,222.975,254.02499999999998,False,True,True,True
GNRC,243.0,234.815,10.49098541606078,209.0,250.0,0.0,11.024999999999977,41.0,41.0,234.815,10.49098541606078,209.0,250.0,False,True,True,True
KMX,244.0,234.622,13.977951065875141,199.975,254.0,0.0,11.0,54.0,54.025000000000006,234.622,13.977951065875141,199.975,254.0,False,True,False,True
HAPPSTMNDS.NS,245.0,240.47,6.864481043749775,224.0,251.0,0.0,7.0,26.025000000000006,27.0,240.47,6.864481043749775,224.0,251.0,False,True,True,True
DEEPAKNTR.NS,246.0,246.83,4.634554994818812,235.0,254.0,0.0,5.0,18.0,19.0,246.83,4.634554994818812,235.0,254.0,True,True,True,True
ESTC,247.0,247.23,3.174444833352755,239.975,252.0,0.0,4.0,11.0,12.025000000000006,247.23,3.174444833352755,239.975,252.0,True,True,True,True
MARA,248.0,244.589,8.809431252924332,222.0,257.0,0.0,4.0,34.02499999999998,35.0,244.589,8.809431252924332,222.0,257.0,False,True,True,True
WOR,249.0,249.803,4.14103743040316,240.0,256.0,0.0,4.0,15.025000000000006,16.0,249.803,4.14103743040316,240.0,256.0,True,True,True,True
STEP,250.0,249.196,4.695485491405548,239.0,257.0,0.0,5.0,18.0,18.0,249.196,4.695485491405548,239.0,257.0,True,True,True,True
SAPPHIRE.NS,251.0,251.898,3.4239737148523783,245.0,258.0,0.0,5.0,13.0,13.0,251.898,3.4239737148523783,245.0,258.0,True,True,True,True
IONS,252.0,252.045,6.1000799175092775,238.0,261.0,0.0,5.0,23.0,23.0,252.045,6.1000799175092775,238.0,261.0,False,True,True,True
AVTR,253.0,248.71,6.939157009320368,231.0,259.0,0.0,6.0,28.0,28.0,248.71,6.939157009320368,231.0,259.0,False,True,True,True
SHAK,254.0,254.095,5.048759748690762,243.0,262.025,0.0,5.0,19.0,19.024999999999977,254.095,5.048759748690762,243.0,262.025,False,True,True,True
AAON,255.0,254.815,4.5078570296760745,244.0,262.0,0.0,4.0,19.0,18.0,254.815,4.5078570296760745,244.0,262.0,True,True,True,True
FROG,256.0,256.981,3.367289562838337,248.0,261.0,0.0,4.0,12.0,13.0,256.981,3.367289562838337,248.0,261.0,True,True,True,True
IART,257.0,254.426,5.517111925636455,242.95,263.0,0.0,6.0,19.0,20.05000000000001,254.426,5.517111925636455,242.95,263.0,False,True,True,True
RPD,258.0,257.616,3.518315506034102,250.0,264.0,0.0,5.0,13.0,14.0,257.616,3.518315506034102,250.0,264.0,True,True,True,True
GLOB,259.0,257.455,3.625186202114314,250.0,263.0,0.0,6.0,13.0,13.0,257.455,3.625186202114314,250.0,263.0,True,True,True,True
CFLT,260.0,258.991,3.4343731596901343,251.0,264.0,0.0,4.0,12.0,13.0,258.991,3.4343731596901343,251.0,264.0,True,True,True,True
PCVX,261.0,260.12,2.616027522790997,254.0,263.0,0.0,2.0,9.0,9.0,260.12,2.616027522790997,254.0,263.0,True,True,True,True
TENB,262.0,258.386,2.989147704614143,252.0,263.0,0.0,5.0,11.0,11.0,258.386,2.989147704614143,252.0,263.0,True,True,True,True
AZTA,263.0,262.584,1.2541706422971317,259.0,265.0,0.0,0.0,4.0,6.0,262.584,1.2541706422971317,259.0,265.0,True,True,True,True
HLX,264.0,264.351,1.0591501310012665,262.0,267.0,0.0,1.0,3.0,5.0,264.351,1.0591501310012665,262.0,267.0,True,True,True,True
VRNS,265.0,265.212,1.5719592870045964,262.0,267.0,0.0,3.0,5.0,5.0,265.212,1.5719592870045964,262.0,267.0,True,True,True,True
TROX,266.0,265.976,1.1177763640371003,263.975,267.0,0.0,2.0,3.0,3.0249999999999773,265.976,1.1177763640371003,263.975,267.0,True,True,True,True
OMCL,267.0,265.946,0.8927956093081999,264.0,267.0,0.0,2.0,3.0,3.0,265.946,0.8927956093081999,264.0,267.0,True,True,True,True
FOXF,268.0,268.062,0.27956394617332186,268.0,269.0,0.0,0.0,1.0,1.0,268.062,0.27956394617332186,268.0,269.0,True,True,True,True
NEOG,269.0,268.929,0.2568248430350927,268.0,269.0,0.0,0.0,1.0,1.0,268.929,0.2568248430350927,268.0,269.0,True,True,True,True
