month,ic_pref_balanced,ic_pref_balanced_t,ic_pref_balanced_n_negative,ic_esg_composite,ic_esg_composite_t,ic_esg_composite_n_negative,partial_esg_vol_given_trailing,partial_esg_vol_given_trailing_t,partial_esg_vol_given_trailing_n_negative
mean_tstat,-0.040987828783261,-0.9684887782843847,3,-0.052972914489389795,-1.756128976467508,5,-0.07721444996452298,-6.307240752728098,6
