ticker,company_name,sector,country,ESG_composite,financial_score,market_score,operational_score,risk_adjusted_score,value_score,growth_score,pref_balanced
NEOG,Neogen Corporation,Healthcare,US,33.57592934762255,33.51802272715388,61.29511871087066,22.80128072268634,41.37608441272068,57.54241486685737,30.187581231942197,11.362518445646828
FOXF,Fox Factory Holding Corp.,Consumer Cyclical,US,35.50180851502913,33.431786090016686,43.91884683608595,29.97578906691435,37.818719232967965,65.8390712204005,30.972920374894816,13.497294638465322
MARA,"MARA Holdings, Inc.",Financial Services,US,33.229703879324745,33.17307617860511,35.88652153401765,37.17677844307481,38.249915012331925,62.49885892222079,25.056906854237237,15.635350057386455
AZTA,"Azenta, Inc.",Healthcare,US,34.31165846775541,34.58520111172665,34.629099489429365,33.014646086322955,34.36915299805624,64.33058824702906,37.16519593335356,15.766519101492047
OMCL,"Omnicell, Inc.",Healthcare,US,36.90834947998899,34.80079270456963,39.37695169227136,29.93032690865664,38.5733118468549,60.45163202978807,37.88855340090661,15.809149040826364
HLX,"Helix Energy Solutions Group, I",Energy,US,34.528049385441534,35.98654646520605,45.95673773593593,31.449973041668184,39.00450762621887,57.86566121829415,33.96822108290233,16.884735202492212
KMX,CarMax Inc,Consumer Cyclical,US,36.58376310345979,33.345549452879496,56.5039071271808,62.43730581014091,35.77053928098913,64.00734189559226,20.429044331251426,17.127397934087554
IART,Integra LifeSciences Holdings C,Healthcare,US,42.3181224221423,34.26181372246217,34.8892557745166,33.6630599639263,33.15102492135303,66.59331270708626,29.47442440421147,17.301196917527463
VRNS,"Varonis Systems, Inc.",Technology,US,34.41985392659847,33.38866777144809,35.14941205960383,45.838247581073794,38.68111079169589,53.66345864961647,33.479544742617065,17.77340547630759
SAPPHIRE.NS,SAPPHIRE FOODS INDIA LTD,Consumer Cyclical,India,35.285417597343,37.38789181868544,34.67245887027724,27.69176037287414,34.69254983257921,47.19853162088154,54.13561065267864,17.842269224463024
STEP,StepStone Group Inc.,Financial Services,US,33.66248571469701,33.30243113431089,34.58574010858149,49.40613045459008,34.90814772226119,63.7918443279678,51.48558864798895,18.07181505164781
GNRC,Generac Holdlings Inc.,Industrials,US,35.93459035040139,33.69049600142827,55.85351641446272,49.19558463097915,48.38301582738513,55.495187974424674,27.237600670449687,18.15379570421381
TENB,"Tenable Holdings, Inc.",Technology,US,41.452558751397774,36.74111704015649,41.11132692618624,53.295765904713335,34.58475088773822,55.60293675823692,36.283376811695845,21.26250204951631
IONS,"Ionis Pharmaceuticals, Inc.",Healthcare,US,33.14314751225029,33.2593128157423,49.89160154788032,21.44131381358803,64.0138628293289,38.90187526733841,23.387217801733303,21.318248893261188
TROX,Tronox Holdings plc,Basic Materials,US,36.80015402114593,34.90858850099113,66.72588116206663,27.207834941281764,48.7064126619081,62.28336135459633,42.88674539382309,21.52811936383013
AVTR,"Avantor, Inc.",Healthcare,US,44.482031599003626,35.55536327952008,34.49902134688575,50.00609597546821,33.40974238897141,65.94682000421277,19.506379430064804,21.656009181833088
GLOB,Globant S.A.,Technology,US,39.39684503337951,40.6217657113302,45.089550118978494,31.674631638850133,34.26135405321524,66.70106149089851,24.668368865137484,22.577471716674868
RPD,"Rapid7, Inc.",Technology,US,38.531281362634985,39.220420357850806,34.28222444264639,32.687448822880924,33.10790534341663,66.27006635564953,56.04531900329235,22.688965404164616
RELAXO.NS,RELAXO FOOT LTD.,Consumer Cyclical,India,39.50504049222258,48.16747146083464,35.1927714404517,37.78701867075827,36.0939361155121,46.336541350383534,28.194888435500584,23.059517953762917
CYIENT.NS,CYIENT LIMITED,Industrials,India,45.45579072859122,42.23870265765258,34.36894320434213,25.819497731709035,33.19414449928943,67.02430784233526,23.97696791023674,24.1711756025578
