ticker,country,sector,ret_1m,ret_3m,ret_full,realized_vol_oos,max_drawdown_oos,realized_beta_oos,n_days_oos
PNW,US,Utilities,0.8179204672742246,7.4389166936470685,-8.753064932902177,17.309056179168927,-15.0708720125309,-0.07489284060975661,118.0
ATO,US,Utilities,-0.2275489811558673,-5.873768399513091,-16.35124138532187,16.589981355805037,-17.795485527386923,-0.26070984729428015,118.0
EVRG,US,Utilities,-0.27762935044265413,7.277115988517613,-3.7454256755503956,17.226469629265964,-10.274830342426245,-0.10273168676185361,118.0
AES,US,Utilities,1.0914187275141929,3.215191329812539,6.100910780712332,3.758706875888734,-1.0862202739714277,0.05262875287489318,118.0
MDU,US,Utilities,6.003752447351829,-2.2135701263890084,-12.520415580051058,19.066402304559276,-18.198913708652665,0.033219492228717964,118.0
AVA,US,Utilities,-1.4997617781706163,1.3582853476596046,-12.098604257497525,19.582490268140358,-15.381785650058855,-0.18369223224523992,118.0
CMS,US,Utilities,-3.245094906119683,-0.3134209996804249,-18.358277999376625,18.71780301158019,-19.74722869352723,-0.2600883061962007,118.0
DTE,US,Utilities,0.5066313528513389,4.894633616195421,-15.562639892917861,18.843638054635502,-19.695548361738002,-0.09022682747946993,118.0
WEC,US,Utilities,-0.10206953878456604,1.928864753306203,-12.46290060742663,17.895286117150423,-14.133868383468606,-0.11161634521496895,118.0
INVH,US,Real Estate,11.663415655006881,20.71299531107713,6.478903617842424,19.289291409128253,-12.030076125594436,-0.01934619910288395,118.0
ELS,US,Real Estate,-1.8284165333021019,4.432907228169292,-5.923683996263584,19.14612779874013,-11.781228441885961,-0.23247920755411364,118.0
AMH,US,Real Estate,9.869330357411844,18.367322346791703,8.559286689289557,19.39624959933991,-10.20942570720712,0.020863637606149864,118.0
SUI,US,Real Estate,-2.088975428823081,-3.4562333060701667,-12.288311198683743,20.528415458291192,-13.10848378802918,-0.24010112249660276,118.0
KRC,US,Real Estate,18.242525263260756,40.17864665175735,21.355068601165605,27.322151772192782,-15.763422311155262,0.5732180698178719,118.0
HIW,US,Real Estate,15.30564397431955,51.64705822661968,43.596889156003016,26.517665163611465,-12.300250116596,0.3856917966131132,118.0
NNN,US,Real Estate,4.195460981601773,12.682828954691816,-0.7375504069431549,17.546828715368036,-15.569192327764847,-0.14476332870620337,118.0
