ticker,company_name,sector,country,ESG_composite,financial_score,market_score,operational_score,risk_adjusted_score,value_score,growth_score,growth_score
CROX,"Crocs, Inc.",Consumer Cyclical,US,55.98866274643739,38.8848093362343,42.85455355160295,72.27383361984779,35.738178960725406,69.12734770433921,16.64579611289056,16.64579611289056
AVTR,"Avantor, Inc.",Healthcare,US,46.70906046916704,28.600524064334785,53.91247193285053,50.022834899210906,30.52795846373482,73.23039524136793,19.68207884223669,19.68207884223669
TATAELXSI.NS,TATA ELXSI LIMITED,Technology,India,47.76616603233974,58.39325284111956,42.10952941857489,20.534785212485147,53.08315565685293,35.68081970755149,19.76138695157683,19.76138695157683
MANAPPURAM.NS,MANAPPURAM FINANCE LTD,Financial Services,India,46.1037179148953,45.77579412703442,57.05296905396932,29.857226304218,52.12139671408023,34.39810987728259,20.581801793364157,20.581801793364157
KMX,CarMax Inc,Consumer Cyclical,US,51.58491642918456,24.498741337252827,50.62171281097847,62.39668045435121,27.462975469887915,70.3027093003959,20.603287883463285,20.603287883463285
IONS,"Ionis Pharmaceuticals, Inc.",Healthcare,US,39.82123642649436,18.707376146742128,51.127750428277885,21.595113629448417,56.65576864421276,45.15359237945461,23.527260163337964,23.527260163337964
CHRD,Chord Energy Corporation,Energy,US,62.63597358897701,59.05997820764826,55.838992787107664,68.55039646072422,48.92252713068069,53.11346412855581,23.562581211726947,23.562581211726947
CYIENT.NS,CYIENT LIMITED,Industrials,India,41.84322891115922,56.79799736495201,38.20426245770336,25.936673075167977,23.11049886641393,82.26158676380038,24.1118308872141,24.1118308872141
SYNGENE.NS,SYNGENE INTERNATIONAL LTD,Healthcare,India,50.64653134051798,47.70586020491079,43.77448992868402,35.42809876247157,35.384339670205286,41.3854406989093,24.30289369947975,24.30289369947975
HRL,Hormel Foods Corporation,Consumer Defensive,US,39.98535094669163,54.45791897665454,58.82046899491972,42.54787053801497,31.455646947531665,67.6900231953818,24.643202228679044,24.643202228679044
AVNT,Avient Corporation,Basic Materials,US,51.7668222189957,56.15037342337877,41.32720796031731,59.11755710863143,47.7728810621317,60.53410473100307,24.78672438331773,24.78672438331773
GLOB,Globant S.A.,Technology,US,39.02781733907996,36.50842089268953,37.326719812962594,31.766711776343023,29.727114920572472,79.23717049684925,24.79494679254511,24.79494679254511
MARA,"MARA Holdings, Inc.",Financial Services,US,39.93425651050024,16.257969727183095,48.44288982869804,37.22797633053806,51.0294210726029,72.3327434998553,25.183401365442855,25.183401365442855
NEWGEN.NS,NEWGEN SOFTWARE TECH LTD,Technology,India,41.79183621059212,55.21121124724242,33.61413435436604,25.155177943336888,41.8484116965356,61.85112667099556,25.56443313819407,25.56443313819407
ALKS,Alkermes plc,Healthcare,US,54.1255958934304,50.70405294094112,55.8021505627423,51.7378601882734,48.42445088221406,56.9400651300176,25.96780163602539,25.96780163602539
WSC,WillScot Holdings Corporation,Industrials,US,66.21018136358657,38.15331880455114,44.23690647947337,69.88492331109659,36.315518077182446,69.95788534323502,26.185635313598432,26.185635313598432
EA,Electronic Arts Inc.,Communication Services,US,52.59109121647648,54.653328199034966,60.90003543071624,55.16225983529554,49.7511202377065,33.368898295380326,26.24665685306426,26.24665685306426
KRC,Kilroy Realty Corporation,Real Estate,US,66.5480188597408,52.86015455659162,44.55649328747421,53.89325471966508,43.383357204209865,66.93459962955981,26.58191037154376,26.58191037154376
GNRC,Generac Holdlings Inc.,Industrials,US,48.871403246711374,27.622302558979936,44.52725801337105,49.55990121958037,49.62516693251847,50.7039624972795,27.35195179162183,27.35195179162183
