split_date,control,partial_rho_esg_second_half_vol,ci_low,ci_high,p_two_sided,n,control_vs_outcome_spearman
2026-06-28,pre_snapshot_trailing_vol,-0.09858570156259765,-0.20828566435448478,0.008195080397122707,0.11347381053625583,260,0.7635988055802007
2026-06-28,first_half_realised_vol,-0.06569212031677314,-0.18268124777446879,0.06485690741757087,0.2922314831454193,260,0.7821499407706305
2026-06-28,both,-0.04222083144026526,,,0.499564541907227,260,
