ticker,company_name,sector,country,ESG_composite,financial_score,market_score,operational_score,risk_adjusted_score,value_score,growth_score,value_score
CMC,Commercial Metals Company,Industrials,US,40.628314364003344,32.73711060413551,42.988575115401545,56.06091922028496,48.77214367772464,86.16479455495774,74.35176478611021,86.16479455495774
CYIENT.NS,CYIENT LIMITED,Industrials,India,41.84322891115922,56.79799736495201,38.20426245770336,25.936673075167977,23.11049886641393,82.26158676380038,24.1118308872141,82.26158676380038
RAJESHEXPO.NS,RAJESH EXPORTS LTD,Consumer Cyclical,India,45.42894402649435,28.59143492723464,32.26467901082206,47.10523321684194,33.20708411497483,81.88122040641898,78.45792021564773,81.88122040641898
FLO,"Flowers Foods, Inc.",Consumer Defensive,US,56.06817558093256,45.704041632573805,51.67290330074856,53.83662877530926,32.757366937122754,80.5754839881018,45.64952131919324,80.5754839881018
RPD,"Rapid7, Inc.",Technology,US,39.59997022000215,33.45094207380539,31.396749392704148,32.7743840022911,16.304572490037792,80.07831225180252,56.0247954256886,80.07831225180252
GLOB,Globant S.A.,Technology,US,39.02781733907996,36.50842089268953,37.326719812962594,31.766711776343023,29.727114920572472,79.23717049684925,24.79494679254511,79.23717049684925
HRMY,"Harmony Biosciences Holdings, I",Healthcare,US,54.933806001013686,59.44738859340285,39.51496579706805,69.51722917230646,34.538903145482564,79.0395190546588,49.84425762456266,79.0395190546588
SIG,Signet Jewelers Limited,Consumer Cyclical,US,55.21179699782096,46.06255321555626,40.78595442739191,53.6552063456842,49.56140290420384,78.35836590591471,55.03764961446181,78.35836590591471
INGR,Ingredion Incorporated,Consumer Defensive,US,50.176065802327294,55.7031732050895,50.24722268774472,59.72970438609829,43.31089547380292,78.07916320342376,56.6814515450431,78.07916320342376
SLVM,Sylvamo Corporation,Basic Materials,US,43.96114719357404,50.369994636762726,39.70676138296498,42.84911540439654,38.151901633094965,77.73116596515342,33.75078297935065,77.73116596515342
SMCI,"Super Micro Computer, Inc.",Technology,US,40.98240802947575,39.19983092520823,49.49809188525667,48.70040566151418,48.0886983571794,77.67113565869471,73.73298762109854,77.67113565869471
MASTEK.NS,MASTEK LTD,Technology,India,39.70602264712628,45.17197819633702,37.88689581830242,33.89471328294284,50.29225332297046,76.53212458364443,37.09022385631438,76.53212458364443
IART,Integra LifeSciences Holdings C,Healthcare,US,47.487887036139824,24.65573876387383,34.03077734043509,33.11391456736975,25.1308498629851,76.45779512764778,29.57560447385097,76.45779512764778
SON,Sonoco Products Company,Consumer Cyclical,US,45.28705587094208,49.0870778157832,53.11760465181689,54.727683225293305,47.703519407838606,76.34727652811785,57.5240744335166,76.34727652811785
CLF,Cleveland-Cliffs Inc.,Basic Materials,US,56.3404329336947,18.43291490511261,44.25295356224368,50.900936862475405,51.45619311029359,75.85095560746117,39.06572734067653,75.85095560746117
ASO,"Academy Sports and Outdoors, In",Consumer Cyclical,US,52.27447297645514,32.52575099324892,46.15588632349309,41.193883128808274,50.408657093739855,75.48272942456121,42.79558500504676,75.48272942456121
AVA,Avista Corporation,Utilities,US,66.44440679678252,43.1201376627069,52.80736850204583,63.29985362433089,34.27280447976759,75.27905029339315,36.11212191980267,75.27905029339315
BRIGADE.NS,BRIGADE ENTER. LTD,Real Estate,India,41.34514736873262,37.63631259681591,40.37933122836867,33.91627680889366,50.21787011671461,74.92657544448144,53.32499131908588,74.92657544448144
ROUTE.NS,ROUTE MOBILE LIMITED,Communication Services,India,49.18081368679999,47.76587794734272,36.55022821826424,32.27327067635936,40.432547849933016,74.75894660639959,41.51033160948706,74.75894660639959
