variable,coefficient,std_error,t_statistic,p_value
const,-165.12491220705672,25.571610007717293,-6.457352984705438,1.0655017581498081e-10
ESG_composite,0.17889066764532624,0.14959609175711686,1.1958244733811085,0.2317650633566899
beta,-0.2820358330664037,2.4693824859712743,-0.11421310172428449,0.9090688661988584
log_mcap,6.864111421376378,1.1782686806786182,5.825590999688649,5.6910838230538774e-09
price_to_book,-0.3650110685170757,0.17648352658434696,-2.068244416810345,0.03861704551857024
